Source Name,Characteristics[organism],Characteristics[cell line],Material Type,Protocol REF...5,Protocol REF...6,Extract Name,Protocol REF...8,Labeled Extract Name,Label,Protocol REF...11,Assay Name,Technology Type,Array Design REF,Term Source REF,Protocol REF...16,Array Data File,Comment [ArrayExpress FTP file],Factor Value[cell_line]
J132_EPA04P9_NCI-H250_lung_924241,Homo sapiens,NCI-H250,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA04P9_NCI-H250_lung_924241,P-MTAB-44937,J132_EPA04P9_NCI-H250_lung_924241:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_A04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_A04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.1.zip,NCI-H250
J132_EPA09P9_Hs-578-T_breast_905957,Homo sapiens,Hs-578-T,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA09P9_Hs-578-T_breast_905957,P-MTAB-44937,J132_EPA09P9_Hs-578-T_breast_905957:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_A09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_A09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,Hs-578-T
J132_EPA10P9_VMRC-LCD_Lung:NSCLC_713869,Homo sapiens,VMRC-LCD,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA10P9_VMRC-LCD_Lung:NSCLC_713869,P-MTAB-44937,J132_EPA10P9_VMRC-LCD_Lung:NSCLC_713869:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_A10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_A10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,VMRC-LCD
J132_EPA11P9_OVCA420_Ovary_1480364,Homo sapiens,OVCA420,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA11P9_OVCA420_Ovary_1480364,P-MTAB-44937,J132_EPA11P9_OVCA420_Ovary_1480364:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_A11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_A11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,OVCA420
J132_EPA12P9_BL-41_haematopoietic_and_lymphoid_tissue_910706,Homo sapiens,BL-41,cell,P-MTAB-44941,P-MTAB-44940,J132_EPA12P9_BL-41_haematopoietic_and_lymphoid_tissue_910706,P-MTAB-44937,J132_EPA12P9_BL-41_haematopoietic_and_lymphoid_tissue_910706:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_A12,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_A12.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,BL-41
J132_EPB01P9_UWB1.289_Ovary_1480374,Homo sapiens,UWB1.289,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB01P9_UWB1.289_Ovary_1480374,P-MTAB-44937,J132_EPB01P9_UWB1.289_Ovary_1480374:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.3.zip,UWB1.289
J132_EPB02P9_COR-L32_Lung_1322212,Homo sapiens,COR-L32,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB02P9_COR-L32_Lung_1322212,P-MTAB-44937,J132_EPB02P9_COR-L32_Lung_1322212:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.4.zip,COR-L32
J132_EPB03P9_NCI-H1341_Lung_1330964,Homo sapiens,NCI-H1341,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB03P9_NCI-H1341_Lung_1330964,P-MTAB-44937,J132_EPB03P9_NCI-H1341_Lung_1330964:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.4.zip,NCI-H1341
J132_EPB04P9_Farage_Blood_1297449,Homo sapiens,Farage,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB04P9_Farage_Blood_1297449,P-MTAB-44937,J132_EPB04P9_Farage_Blood_1297449:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.4.zip,Farage
J132_EPB05P9_NCI-H660_Prostate_1330975,Homo sapiens,NCI-H660,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB05P9_NCI-H660_Prostate_1330975,P-MTAB-44937,J132_EPB05P9_NCI-H660_Prostate_1330975:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.4.zip,NCI-H660
J132_EPB06P9_KARPAS-299_haematopoietic_and_lymphoid_tissue_907273,Homo sapiens,KARPAS-299,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB06P9_KARPAS-299_haematopoietic_and_lymphoid_tissue_907273,P-MTAB-44937,J132_EPB06P9_KARPAS-299_haematopoietic_and_lymphoid_tissue_907273:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,KARPAS-299
J132_EPB07P9_NCI-H2172_Lung:NSCLC_1298353,Homo sapiens,NCI-H2172,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB07P9_NCI-H2172_Lung:NSCLC_1298353,P-MTAB-44937,J132_EPB07P9_NCI-H2172_Lung:NSCLC_1298353:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,NCI-H2172
J132_EPB08P9_LK-2_lung_687787,Homo sapiens,LK-2,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB08P9_LK-2_lung_687787,P-MTAB-44937,J132_EPB08P9_LK-2_lung_687787:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,LK-2
J132_EPB09P9_IOSE-364-_Ovary_1479991,Homo sapiens,IOSE-364-,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB09P9_IOSE-364-_Ovary_1479991,P-MTAB-44937,J132_EPB09P9_IOSE-364-_Ovary_1479991:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.5.zip,IOSE-364-
J132_EPB10P9_NCI-H2286_Lung_1298355,Homo sapiens,NCI-H2286,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB10P9_NCI-H2286_Lung_1298355,P-MTAB-44937,J132_EPB10P9_NCI-H2286_Lung_1298355:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip,NCI-H2286
J132_EPB11P9_SK-GT-2_Esophagus_1503364,Homo sapiens,SK-GT-2,cell,P-MTAB-44941,P-MTAB-44940,J132_EPB11P9_SK-GT-2_Esophagus_1503364,P-MTAB-44937,J132_EPB11P9_SK-GT-2_Esophagus_1503364:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_B11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_B11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip,SK-GT-2
J132_EPC01P9_SW756_cervix_724839,Homo sapiens,SW756,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC01P9_SW756_cervix_724839,P-MTAB-44937,J132_EPC01P9_SW756_cervix_724839:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip,SW756
J132_EPC02P9_NUGC-4_Stomach_1298357,Homo sapiens,NUGC-4,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC02P9_NUGC-4_Stomach_1298357,P-MTAB-44937,J132_EPC02P9_NUGC-4_Stomach_1298357:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.6.zip,NUGC-4
J132_EPC03P9_HCC-366_Lung_1240144,Homo sapiens,HCC-366,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC03P9_HCC-366_Lung_1240144,P-MTAB-44937,J132_EPC03P9_HCC-366_Lung_1240144:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip,HCC-366
J132_EPC04P9_RWPE-1_Prostate_1331026,Homo sapiens,RWPE-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC04P9_RWPE-1_Prostate_1331026,P-MTAB-44937,J132_EPC04P9_RWPE-1_Prostate_1331026:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip,RWPE-1
J132_EPC05P9_ROS-50_Blood_1331025,Homo sapiens,ROS-50,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC05P9_ROS-50_Blood_1331025,P-MTAB-44937,J132_EPC05P9_ROS-50_Blood_1331025:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip,ROS-50
J132_EPC06P9_CHSA0011_Bone_1290767,Homo sapiens,CHSA0011,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC06P9_CHSA0011_Bone_1290767,P-MTAB-44937,J132_EPC06P9_CHSA0011_Bone_1290767:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.7.zip,CHSA0011
J132_EPC07P9_KYAE-1_Esophagus_1503368,Homo sapiens,KYAE-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC07P9_KYAE-1_Esophagus_1503368,P-MTAB-44937,J132_EPC07P9_KYAE-1_Esophagus_1503368:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,KYAE-1
J132_EPC08P9_Ishikawa_Uterus_1298150,Homo sapiens,Ishikawa,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC08P9_Ishikawa_Uterus_1298150,P-MTAB-44937,J132_EPC08P9_Ishikawa_Uterus_1298150:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.25.zip,Ishikawa
J132_EPC09P9_MOLP-8_Blood_1330950,Homo sapiens,MOLP-8,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC09P9_MOLP-8_Blood_1330950,P-MTAB-44937,J132_EPC09P9_MOLP-8_Blood_1330950:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,MOLP-8
J132_EPC10P9_NCI-H847_Lung_1240193,Homo sapiens,NCI-H847,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC10P9_NCI-H847_Lung_1240193,P-MTAB-44937,J132_EPC10P9_NCI-H847_Lung_1240193:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,NCI-H847
J132_EPC11P9_COLO-783_Skin_1240125,Homo sapiens,COLO-783,cell,P-MTAB-44941,P-MTAB-44940,J132_EPC11P9_COLO-783_Skin_1240125,P-MTAB-44937,J132_EPC11P9_COLO-783_Skin_1240125:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_C11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_C11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.8.zip,COLO-783
J132_EPD04P9_CHSA8926_0_1303912,Homo sapiens,CHSA8926,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD04P9_CHSA8926_0_1303912,P-MTAB-44937,J132_EPD04P9_CHSA8926_0_1303912:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_D04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_D04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,CHSA8926
J132_EPD05P9_RPMI-8402_haematopoietic_and_lymphoid_tissue_909702,Homo sapiens,RPMI-8402,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD05P9_RPMI-8402_haematopoietic_and_lymphoid_tissue_909702,P-MTAB-44937,J132_EPD05P9_RPMI-8402_haematopoietic_and_lymphoid_tissue_909702:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_D05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_D05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,RPMI-8402
J132_EPD06P9_NCI-H2110_Lung:NSCLC_1298351,Homo sapiens,NCI-H2110,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD06P9_NCI-H2110_Lung:NSCLC_1298351,P-MTAB-44937,J132_EPD06P9_NCI-H2110_Lung:NSCLC_1298351:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_D06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_D06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,NCI-H2110
J132_EPD07P9_LB2518-MEL_skin_753579,Homo sapiens,LB2518-MEL,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD07P9_LB2518-MEL_skin_753579,P-MTAB-44937,J132_EPD07P9_LB2518-MEL_skin_753579:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_D07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_D07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.10.zip,LB2518-MEL
J132_EPD08P9_IOSE-523-_Ovary_1479993,Homo sapiens,IOSE-523-,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD08P9_IOSE-523-_Ovary_1479993,P-MTAB-44937,J132_EPD08P9_IOSE-523-_Ovary_1479993:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_D08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_D08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,IOSE-523-
J132_EPD09P9_TYK-nu_ovary_909774,Homo sapiens,TYK-nu,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD09P9_TYK-nu_ovary_909774,P-MTAB-44937,J132_EPD09P9_TYK-nu_ovary_909774:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_D09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_D09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,TYK-nu
J132_EPD10P9_SUP-HD1_Blood_1331039,Homo sapiens,SUP-HD1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD10P9_SUP-HD1_Blood_1331039,P-MTAB-44937,J132_EPD10P9_SUP-HD1_Blood_1331039:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_D10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_D10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,SUP-HD1
J132_EPD11P9_SK-CO-1_large_intestine_909718,Homo sapiens,SK-CO-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPD11P9_SK-CO-1_large_intestine_909718,P-MTAB-44937,J132_EPD11P9_SK-CO-1_large_intestine_909718:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_D11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_D11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.11.zip,SK-CO-1
J132_EPE05P9_DIFI_Intestine_11223344,Homo sapiens,DIFI,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE05P9_DIFI_Intestine_11223344,P-MTAB-44937,J132_EPE05P9_DIFI_Intestine_11223344:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_E05,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_E05.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.25.zip,DIFI
J132_EPE06P9_NCI-H1836_Lung_1240182,Homo sapiens,NCI-H1836,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE06P9_NCI-H1836_Lung_1240182,P-MTAB-44937,J132_EPE06P9_NCI-H1836_Lung_1240182:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_E06,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_E06.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,NCI-H1836
J132_EPE07P9_huH-1_Liver_1298146,Homo sapiens,huH-1,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE07P9_huH-1_Liver_1298146,P-MTAB-44937,J132_EPE07P9_huH-1_Liver_1298146:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_E07,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_E07.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,huH-1
J132_EPE08P9_HCC1143_breast_749710,Homo sapiens,HCC1143,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE08P9_HCC1143_breast_749710,P-MTAB-44937,J132_EPE08P9_HCC1143_breast_749710:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_E08,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_E08.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,HCC1143
J132_EPE09P9_MOG-G-CCM_central_nervous_system_908144,Homo sapiens,MOG-G-CCM,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE09P9_MOG-G-CCM_central_nervous_system_908144,P-MTAB-44937,J132_EPE09P9_MOG-G-CCM_central_nervous_system_908144:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_E09,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_E09.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.13.zip,MOG-G-CCM
J132_EPE10P9_OV-17R_Ovary_1480361,Homo sapiens,OV-17R,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE10P9_OV-17R_Ovary_1480361,P-MTAB-44937,J132_EPE10P9_OV-17R_Ovary_1480361:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_E10,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_E10.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,OV-17R
J132_EPE11P9_BICR10_Head & Neck_1290724,Homo sapiens,BICR10,cell,P-MTAB-44941,P-MTAB-44940,J132_EPE11P9_BICR10_Head & Neck_1290724,P-MTAB-44937,J132_EPE11P9_BICR10_Head & Neck_1290724:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_E11,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_E11.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,BICR10
J132_EPF01P9_NCI-H1435_Lung:NSCLC_1298347,Homo sapiens,NCI-H1435,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF01P9_NCI-H1435_Lung:NSCLC_1298347,P-MTAB-44937,J132_EPF01P9_NCI-H1435_Lung:NSCLC_1298347:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_F01,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_F01.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.14.zip,NCI-H1435
J132_EPF02P9_COR-L311_Lung_687980,Homo sapiens,COR-L311,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF02P9_COR-L311_Lung_687980,P-MTAB-44937,J132_EPF02P9_COR-L311_Lung_687980:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_F02,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_F02.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip,COR-L311
J132_EPF03P9_Mo_Blood_1330945,Homo sapiens,Mo,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF03P9_Mo_Blood_1330945,P-MTAB-44937,J132_EPF03P9_Mo_Blood_1330945:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_F03,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_F03.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip,Mo
J132_EPF04P9_NCI-H1417_lung_688001,Homo sapiens,NCI-H1417,cell,P-MTAB-44941,P-MTAB-44940,J132_EPF04P9_NCI-H1417_lung_688001,P-MTAB-44937,J132_EPF04P9_NCI-H1417_lung_688001:Biotin labeled streptavidin,Biotin labeled streptavidin,P-MTAB-44938,5500994172948120113978_F04,array assay,A-GEOD-13667,ArrayExpress,P-MTAB-44939,5500994172948120113978_F04.cel,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3610/E-MTAB-3610.raw.15.zip,NCI-H1417
